stop_id,stop_name,stop_lat,stop_lon
27.48153.02202305041056470,Stop 0,-27.47845,153.02203
27.46153.032023050411131648,Stop 48,-27.456,153.03342
27.46153.03202305041125580,Stop 0,-27.456,153.03342
27.44153.132023050411485296,Stop 96,-27.44057,153.12763
27.44153.13202305041152290,Stop 0,-27.44057,153.12763
27.43153.152023050412135960,Stop 60,-27.42598,153.1501
27.43153.15202305041216220,Stop 0,-27.42598,153.1501
27.47153.0320230504125307136,Stop 136,-27.4714,153.02613
27.47153.03202305041253070,Stop 0,-27.4714,153.02613
27.43153.1520230504135712154,Stop 154,-27.42603,153.1499
27.43153.15202305050623080,Stop 0,-27.42597,153.15013
27.47153.0220230505070659168,Stop 168,-27.46942,153.02457
27.47153.02202305050737100,Stop 0,-27.46942,153.02457
27.48153.022023050507503029,Stop 29,-27.47905,153.02312
27.48153.02202305050816320,Stop 0,-27.47905,153.02312
27.49153.042023050508292434,Stop 34,-27.48673,153.03518
27.49153.04202305050845550,Stop 0,-27.48673,153.03518
27.43153.1520230505092528150,Stop 150,-27.42602,153.14993
27.43153.15202305050932570,Stop 0,-27.42598,153.1501
27.48153.0420230505100643140,Stop 140,-27.48253,153.03633
27.48153.04202305051023400,Stop 0,-27.48253,153.03633
27.5153.042023050510311521,Stop 21,-27.50057,153.03595
27.5153.04202305051041430,Stop 0,-27.50057,153.03595
27.47153.032023050511022965,Stop 65,-27.47142,153.02612
27.47153.03202305051102290,Stop 0,-27.47142,153.02612
27.46153.032023050511281233,Stop 33,-27.45605,153.03343
27.46153.03202305051140380,Stop 0,-27.45605,153.03343
27.43153.072023050511524537,Stop 37,-27.43427,153.0658
27.43153.07202305051231240,Stop 0,-27.43125,153.06685
27.43153.152023050512511492,Stop 92,-27.42548,153.15025
27.43153.15202305060532530,Stop 0,-27.42605,153.15012
27.5153.0520230506062412162,Stop 162,-27.50095,153.04515
27.5153.05202305060658320,Stop 0,-27.50095,153.04515
27.47153.022023050607140950,Stop 50,-27.46933,153.02473
27.47153.02202305060806440,Stop 0,-27.4693,153.02472
27.43153.1520230506085702192,Stop 192,-27.426,153.15008
27.43153.15202305060937050,Stop 0,-27.42608,153.1536
27.49153.0420230506101106128,Stop 128,-27.48683,153.03518
27.49153.04202305061022320,Stop 0,-27.48683,153.0352
27.5153.042023050610345728,Stop 28,-27.50065,153.03598
27.5153.04202305061044400,Stop 0,-27.50065,153.03598
27.48153.022023050611024042,Stop 42,-27.4799,153.02258
27.48153.02202305061119030,Stop 0,-27.47988,153.0225
27.47153.032023050611403050,Stop 50,-27.47172,153.02672
27.47153.03202305061201490,Stop 0,-27.47182,153.02602
27.46153.032023050612151128,Stop 28,-27.45618,153.03333
27.46153.03202305061220000,Stop 0,-27.45618,153.03333
27.47153.072023050612385660,Stop 60,-27.46955,153.07088
27.47153.07202305061246240,Stop 0,-27.46955,153.07088
27.43153.1520230506131708124,Stop 124,-27.426,153.15013
27.43153.15202305061331510,Stop 0,-27.426,153.15013
27.44153.132023050613394443,Stop 43,-27.44058,153.1276
27.44153.13202305061342010,Stop 0,-27.44058,153.1276
27.07153.220230506150654455,Stop 455,-27.06883,153.20317
27.07153.2202305061544140,Stop 0,-27.06853,153.20348
27.43153.1520230506172232552,Stop 552,-27.42608,153.14987
27.43153.15202305080610020,Stop 0,-27.426,153.15007
27.47153.0220230508070511159,Stop 159,-27.46942,153.02452
27.47153.02202305080744100,Stop 0,-27.46937,153.0246
27.48153.022023050807582037,Stop 37,-27.47902,153.02307
27.48153.02202305080825240,Stop 0,-27.47903,153.02322
27.49153.042023050808362526,Stop 26,-27.48683,153.03523
27.49153.04202305080856080,Stop 0,-27.48683,153.03523
27.43153.1520230508092624127,Stop 127,-27.42562,153.15028
27.43153.15202305081005090,Stop 0,-27.42603,153.15012
27.54153.0920230508104353145,Stop 145,-27.53677,153.0858
27.54153.09202305081052030,Stop 0,-27.53677,153.0858
27.48153.042023050811141271,Stop 71,-27.48252,153.03637
27.48153.04202305081135210,Stop 0,-27.48252,153.03637
27.5153.042023050811500133,Stop 33,-27.50078,153.0359
27.5153.04202305081211070,Stop 0,-27.50078,153.0359
27.46153.032023050812255945,Stop 45,-27.45602,153.0334
27.46153.03202305081239440,Stop 0,-27.45602,153.0334
27.47153.032023050812565452,Stop 52,-27.4714,153.02622
27.47153.03202305081317480,Stop 0,-27.4715,153.02622
27.43153.1520230508134656135,Stop 135,-27.42588,153.15448
27.43153.15202305090617420,Stop 0,-27.42598,153.15007
27.47153.0220230509070734157,Stop 157,-27.46943,153.02467
27.47153.02202305090727360,Stop 0,-27.4695,153.02457
27.48153.022023050907432833,Stop 33,-27.47893,153.02305
27.48153.02202305090750510,Stop 0,-27.47893,153.02305
27.46153.032023050908134353,Stop 53,-27.45603,153.03342
27.46153.03202305090822190,Stop 0,-27.45603,153.03342
27.48153.042023050908345235,Stop 35,-27.48257,153.03632
27.48153.04202305090849130,Stop 0,-27.48257,153.03632
27.5153.042023050908564824,Stop 24,-27.50047,153.03582
27.5153.04202305090908470,Stop 0,-27.50047,153.03577
27.48153.042023050909173222,Stop 22,-27.48257,153.03633
27.48153.04202305090921200,Stop 0,-27.48257,153.03633
27.5153.042023050909282124,Stop 24,-27.50052,153.0358
27.5153.04202305090937340,Stop 0,-27.50052,153.0358
27.49153.032023050909465729,Stop 29,-27.48717,153.02982
27.49153.03202305091010180,Stop 0,-27.48717,153.02983
27.43153.1520230509104251135,Stop 135,-27.42562,153.1503
27.43153.15202305091102300,Stop 0,-27.426,153.15012
27.47153.0320230509113857135,Stop 135,-27.47155,153.02603
27.47153.03202305091138570,Stop 0,-27.47155,153.02603
27.47153.072023050912143861,Stop 61,-27.46883,153.07147
27.47153.07202305091223350,Stop 0,-27.46883,153.07147
27.44153.132023050912370768,Stop 68,-27.44058,153.12758
27.44153.13202305091242590,Stop 0,-27.44058,153.12758
27.43153.152023050912514538,Stop 38,-27.42562,153.15023
27.43153.15202305091309380,Stop 0,-27.42602,153.15008
27.2153.0120230509140312274,Stop 274,-27.19743,153.01308
27.2153.01202305091415430,Stop 0,-27.19743,153.01308
27.2153.012023050914224622,Stop 22,-27.20257,153.01098
27.2153.01202305091425130,Stop 0,-27.20257,153.01098
27.43153.1520230509151805277,Stop 277,-27.42603,153.14998
27.43153.15202305100351080,Stop 0,-27.42607,153.14997
27.43153.1520230510042211176,Stop 176,-27.42603,153.14995
27.43153.15202305100656500,Stop 0,-27.42603,153.15012
27.47153.0220230510075020170,Stop 170,-27.46938,153.02468
27.47153.02202305100804490,Stop 0,-27.46938,153.02468
27.48153.022023051008182031,Stop 31,-27.47877,153.02302
27.48153.02202305100835500,Stop 0,-27.47853,153.02297
27.49153.042023051008432328,Stop 28,-27.48678,153.03518
27.49153.04202305100855230,Stop 0,-27.48678,153.03518
27.47153.032023051009124548,Stop 48,-27.47152,153.02623
27.47153.03202305100924550,Stop 0,-27.47155,153.02617
27.48153.042023051009354627,Stop 27,-27.48492,153.0399
27.48153.04202305100940340,Stop 0,-27.48492,153.0399
27.43153.1520230510100343113,Stop 113,-27.42563,153.15028
27.43153.15202305101023070,Stop 0,-27.42602,153.15015
27.48153.0420230510105620148,Stop 148,-27.48258,153.03635
27.48153.04202305101110110,Stop 0,-27.48258,153.03635
27.5153.042023051011184723,Stop 23,-27.50068,153.0358
27.5153.04202305101130000,Stop 0,-27.50068,153.0358
27.46153.032023051011424543,Stop 43,-27.45607,153.0334
27.46153.03202305101200200,Stop 0,-27.45607,153.0334
27.43153.072023051012143340,Stop 40,-27.43115,153.06603
27.43153.07202305101244140,Stop 0,-27.4312,153.06605
27.43153.152023051013022494,Stop 94,-27.4256,153.1503
27.43153.15202305101841020,Stop 0,-27.42608,153.15
27.44153.132023051018550557,Stop 57,-27.4406,153.12758
27.44153.13202305101859190,Stop 0,-27.4406,153.12758
27.43153.152023051019061435,Stop 35,-27.42605,153.14997
27.43153.15202305101928270,Stop 0,-27.42605,153.14997
27.44153.172023051019363544,Stop 44,-27.44438,153.17168
27.44153.17202305101945150,Stop 0,-27.44438,153.17168
27.43153.152023051019524135,Stop 35,-27.42603,153.14997
27.43153.15202305110656380,Stop 0,-27.426,153.15012
27.47153.0220230511074144150,Stop 150,-27.46935,153.02465
27.47153.02202305110822180,Stop 0,-27.46938,153.02467
27.43153.1520230511091147170,Stop 170,-27.42608,153.14997
27.43153.15202305110924030,Stop 0,-27.42603,153.15013
27.48153.0220230511100211167,Stop 167,-27.47865,153.02212
27.48153.02202305111020050,Stop 0,-27.47862,153.02207
27.47153.032023051110360133,Stop 33,-27.47115,153.02677
27.47153.03202305111048420,Stop 0,-27.47098,153.02668
27.46153.032023051110580527,Stop 27,-27.45605,153.03345
27.46153.03202305111110250,Stop 0,-27.45605,153.03345
27.48153.042023051111180432,Stop 32,-27.48257,153.03635
27.48153.04202305111136270,Stop 0,-27.48257,153.03635
27.5153.042023051111473031,Stop 31,-27.50067,153.03578
27.5153.04202305111222400,Stop 0,-27.50067,153.03578
27.48153.042023051112305125,Stop 25,-27.48133,153.03943
27.48153.04202305111259160,Stop 0,-27.48133,153.03942
27.43153.1520230511133254125,Stop 125,-27.4256,153.1503
27.43153.15202305120636390,Stop 0,-27.426,153.15008
27.47153.0220230512071725136,Stop 136,-27.4694,153.02458
27.47153.02202305120759320,Stop 0,-27.46948,153.0246
27.49153.042023051208090234,Stop 34,-27.48682,153.03522
27.49153.04202305120828070,Stop 0,-27.48682,153.03522
27.43153.1520230512090136131,Stop 131,-27.42562,153.1503
27.43153.15202305120937230,Stop 0,-27.42602,153.15357
27.48153.0220230512100536142,Stop 142,-27.47865,153.02215
27.48153.02202305121024550,Stop 0,-27.47865,153.02215
27.47153.032023051210442045,Stop 45,-27.47162,153.02628
27.47153.03202305121053000,Stop 0,-27.47187,153.02642
27.46153.032023051211043730,Stop 30,-27.45603,153.03342
27.46153.03202305121118120,Stop 0,-27.45592,153.03352
27.48153.042023051211295331,Stop 31,-27.48253,153.03633
27.48153.04202305121147580,Stop 0,-27.48253,153.03635
27.5153.042023051211541523,Stop 23,-27.50082,153.03587
27.5153.04202305121225360,Stop 0,-27.50082,153.03587
27.48153.042023051212353230,Stop 30,-27.48122,153.03927
27.48153.04202305121307400,Stop 0,-27.48122,153.03923
27.43153.1520230512135625145,Stop 145,-27.42603,153.14993
27.43153.15202305130358340,Stop 0,-27.42605,153.14998
27.47153.0220230513050526176,Stop 176,-27.46932,153.02472
27.47153.02202305130556440,Stop 0,-27.46947,153.02463
27.43153.1520230513062341140,Stop 140,-27.42563,153.15027
27.43153.15202305130653390,Stop 0,-27.42605,153.1501
27.48153.0420230513072717140,Stop 140,-27.4827,153.03632
27.49153.04202305130800170,Stop 0,-27.48682,153.03505
27.43153.1520230513082639131,Stop 131,-27.42562,153.15027
27.43153.15202305130851520,Stop 0,-27.4256,153.15028
27.48153.0220230513095247175,Stop 175,-27.4795,153.02272
27.48153.02202305131009580,Stop 0,-27.4795,153.02272
27.5153.042023051310214735,Stop 35,-27.50053,153.03578
27.5153.04202305131035260,Stop 0,-27.50053,153.03578
27.43153.1520230513111106138,Stop 138,-27.4256,153.15028
27.43153.15202305131139550,Stop 0,-27.42597,153.1501
27.46153.0320230513122121140,Stop 140,-27.45618,153.0333
27.46153.03202305131230510,Stop 0,-27.45618,153.0333
27.47153.032023051312492934,Stop 34,-27.47162,153.0259
27.47153.03202305131311140,Stop 0,-27.47172,153.02607
27.43153.1520230513134733147,Stop 147,-27.4256,153.15027
27.43153.15202305150636330,Stop 0,-27.42602,153.1501
27.47153.0220230515072510142,Stop 142,-27.46932,153.02473
27.47153.02202305150757190,Stop 0,-27.46927,153.02497
27.48153.022023051508135435,Stop 35,-27.4789,153.02303
27.48153.02202305150837160,Stop 0,-27.47852,153.02302
27.49153.042023051508474726,Stop 26,-27.48678,153.03518
27.49153.04202305150902500,Stop 0,-27.48678,153.03518
27.43153.1520230515093136131,Stop 131,-27.42563,153.1503
27.43153.15202305151022340,Stop 0,-27.42605,153.15015
27.5153.0420230515105809148,Stop 148,-27.50083,153.0359
27.5153.04202305151122570,Stop 0,-27.50083,153.0359
27.46153.032023051511361543,Stop 43,-27.45593,153.03357
27.46153.03202305151149110,Stop 0,-27.45593,153.03357
27.47153.032023051512031638,Stop 38,-27.47133,153.0262
27.47153.03202305151203160,Stop 0,-27.47133,153.0262
27.48153.042023051512323130,Stop 30,-27.48132,153.03927
27.48153.04202305151304070,Stop 0,-27.4813,153.03925
27.43153.1520230515133010120,Stop 120,-27.4256,153.15023
27.43153.15202305160616020,Stop 0,-27.42602,153.15007
27.47153.0220230516070533162,Stop 162,-27.46932,153.02472
27.47153.02202305160720320,Stop 0,-27.46932,153.02472
27.47153.032023051607374944,Stop 44,-27.47163,153.02648
27.47153.03202305160737490,Stop 0,-27.47163,153.02648
27.44153.072023051608450298,Stop 98,-27.4383,153.06703
27.44153.07202305160851260,Stop 0,-27.4383,153.06703
27.5153.042023051609253481,Stop 81,-27.50063,153.03593
27.5153.04202305160945320,Stop 0,-27.50062,153.03595
27.49153.032023051610031443,Stop 43,-27.48728,153.02963
27.49153.03202305161020140,Stop 0,-27.48727,153.0296
27.58153.0920230516112122187,Stop 187,-27.57848,153.09477
27.58153.09202305161124290,Stop 0,-27.57848,153.09477
27.58153.112023051611365439,Stop 39,-27.57793,153.11337
27.58153.11202305161141400,Stop 0,-27.57793,153.11337
27.56153.122023051611454921,Stop 21,-27.55833,153.11832
27.56153.12202305161216190,Stop 0,-27.55832,153.11833
27.43153.1520230516124017113,Stop 113,-27.42563,153.15023
27.43153.15202305161329530,Stop 0,-27.42605,153.14995
27.43153.1520230516140009145,Stop 145,-27.42605,153.14995
27.43153.15202305170642180,Stop 0,-27.426,153.14988
27.43153.082023051707113397,Stop 97,-27.43458,153.0791
27.43153.08202305170714280,Stop 0,-27.43458,153.0791
27.47153.022023051707360254,Stop 54,-27.46932,153.02472
27.47153.02202305170801500,Stop 0,-27.46937,153.02472
27.47153.032023051708141129,Stop 29,-27.47143,153.02613
27.47153.03202305170831080,Stop 0,-27.47152,153.02607
27.48153.022023051708535048,Stop 48,-27.47878,153.02303
27.48153.02202305170908550,Stop 0,-27.4787,153.02305
27.5153.042023051709191037,Stop 37,-27.50065,153.03592
27.5153.04202305170931200,Stop 0,-27.50065,153.03592
27.48153.042023051709392124,Stop 24,-27.48255,153.03638
27.48153.04202305171001140,Stop 0,-27.48132,153.03853
27.43153.1520230517102505112,Stop 112,-27.42562,153.15025
27.43153.15202305171101190,Stop 0,-27.426,153.15012
27.44153.132023051711154546,Stop 46,-27.44058,153.12758
27.44153.13202305171125070,Stop 0,-27.44058,153.12758
27.47153.072023051711405160,Stop 60,-27.46883,153.07147
27.47153.07202305171153330,Stop 0,-27.46883,153.07147
27.49153.042023051712090652,Stop 52,-27.48685,153.03505
27.48153.04202305171315330,Stop 0,-27.48133,153.03923
27.43153.1520230517135009139,Stop 139,-27.42602,153.14995
27.43153.15202305180642290,Stop 0,-27.42602,153.1501
27.47153.0220230518074243174,Stop 174,-27.46935,153.02473
27.47153.02202305180818040,Stop 0,-27.46932,153.02457
27.48153.022023051808333533,Stop 33,-27.47877,153.02307
27.48153.02202305180851230,Stop 0,-27.47877,153.02307
27.5153.042023051809045439,Stop 39,-27.5006,153.03595
27.5153.04202305180916490,Stop 0,-27.5006,153.03595
27.49153.042023051809230420,Stop 20,-27.4869,153.03505
27.49153.04202305180929140,Stop 0,-27.4869,153.03505
27.43153.1520230518102229165,Stop 165,-27.42602,153.14997
27.43153.15202305181102320,Stop 0,-27.426,153.15012
27.46153.0320230518114407145,Stop 145,-27.45602,153.0335
27.46153.03202305181201130,Stop 0,-27.45602,153.03357
27.47153.032023051812175354,Stop 54,-27.47133,153.02627
27.47153.03202305181217530,Stop 0,-27.47133,153.02627
27.48153.042023051812411731,Stop 31,-27.4812,153.0377
27.48153.04202305181324440,Stop 0,-27.48125,153.03925
27.43153.1520230518135341122,Stop 122,-27.42552,153.15028
27.43153.15202305190701550,Stop 0,-27.42607,153.15358
27.47153.0220230519072938114,Stop 114,-27.4693,153.02478
27.47153.02202305190806050,Stop 0,-27.4693,153.02472
27.49153.042023051908323356,Stop 56,-27.48678,153.03518
27.49153.04202305190856580,Stop 0,-27.48678,153.03518
27.43153.1520230519092701131,Stop 131,-27.42562,153.1503
27.43153.15202305190954040,Stop 0,-27.42603,153.15013
27.46153.0320230519103629137,Stop 137,-27.45602,153.03352
27.46153.03202305191048390,Stop 0,-27.45602,153.03352
27.47153.032023051911024436,Stop 36,-27.47183,153.0261
27.47153.03202305191102440,Stop 0,-27.47183,153.0261
27.48153.022023051911402261,Stop 61,-27.48055,153.0228
27.48153.02202305191215040,Stop 0,-27.48045,153.02293
27.5153.042023051912320742,Stop 42,-27.50093,153.03572
27.5153.04202305191257490,Stop 0,-27.50093,153.03572
27.48153.042023051913065626,Stop 26,-27.48152,153.0398
27.48153.04202305191336580,Stop 0,-27.48152,153.0398
27.43153.1520230519140723119,Stop 119,-27.42565,153.15027
27.43153.15202305200637390,Stop 0,-27.42603,153.15012
27.47153.0220230520070929136,Stop 136,-27.46937,153.02477
27.47153.02202305200715500,Stop 0,-27.46932,153.02472
27.47153.02202305200716312,Stop 2,-27.46948,153.02463
27.47153.02202305200747530,Stop 0,-27.46955,153.02473
27.43153.1520230520081309114,Stop 114,-27.42565,153.15028
27.43153.15202305200838280,Stop 0,-27.42605,153.15012
27.48153.0220230520091310151,Stop 151,-27.48055,153.02283
27.48153.02202305200940070,Stop 0,-27.48055,153.02283
27.46153.032023052009520533,Stop 33,-27.45615,153.0333
27.46153.03202305201000080,Stop 0,-27.45615,153.0333
27.43153.1520230520110854175,Stop 175,-27.42597,153.1501
27.43153.15202305201111300,Stop 0,-27.42597,153.1501
27.5153.0420230520114425139,Stop 139,-27.5005,153.03588
27.5153.04202305201155350,Stop 0,-27.5005,153.03588
27.47153.032023052012125155,Stop 55,-27.47152,153.02615
27.47153.03202305201212510,Stop 0,-27.47152,153.02615
27.43153.1520230520130029137,Stop 137,-27.42563,153.15025
27.43153.15202305220619260,Stop 0,-27.42603,153.1501
27.47153.0220230522070305139,Stop 139,-27.46937,153.02462
27.47153.02202305220735350,Stop 0,-27.46947,153.02487
27.48153.022023052207494934,Stop 34,-27.47885,153.02302
27.48153.02202305220806250,Stop 0,-27.47885,153.02302
27.48153.042023052208164125,Stop 25,-27.48123,153.03787
27.48153.04202305220830060,Stop 0,-27.48123,153.03787
27.43153.1520230522090053118,Stop 118,-27.42565,153.1503
27.43153.15202305220939200,Stop 0,-27.42602,153.15013
27.46153.0320230522102030156,Stop 156,-27.456,153.03345
27.46153.03202305221030190,Stop 0,-27.456,153.03345
27.47153.032023052210533364,Stop 64,-27.47177,153.02605
27.47153.03202305221106530,Stop 0,-27.47177,153.02605
27.5153.042023052211170037,Stop 37,-27.50085,153.0359
27.5153.04202305221135390,Stop 0,-27.50085,153.0359
27.48153.042023052211453529,Stop 29,-27.4814,153.03927
27.48153.04202305221216530,Stop 0,-27.4814,153.03927
27.43153.1520230522130005153,Stop 153,-27.42553,153.1503
27.43153.15202305230642340,Stop 0,-27.42603,153.1534
27.49153.0420230523071642126,Stop 126,-27.48678,153.03522
27.49153.04202305230733410,Stop 0,-27.48678,153.03522
27.48153.022023052307475831,Stop 31,-27.47882,153.02303
27.48153.02202305230807080,Stop 0,-27.47863,153.02297
27.46153.032023052308272944,Stop 44,-27.45605,153.03343
27.46153.03202305230838440,Stop 0,-27.45605,153.03343
27.47153.032023052308570643,Stop 43,-27.47153,153.0265
27.47153.03202305230916170,Stop 0,-27.47163,153.02612
27.5153.042023052309310139,Stop 39,-27.50087,153.03595
27.5153.04202305230955460,Stop 0,-27.50087,153.03595
27.49153.032023052310285156,Stop 56,-27.4873,153.02963
27.49153.03202305231041490,Stop 0,-27.48728,153.0298
27.48153.042023052310520328,Stop 28,-27.48123,153.03928
27.48153.04202305231123110,Stop 0,-27.48123,153.03928
27.43153.1520230523122500200,Stop 200,-27.42602,153.14997
27.43153.15202305240906310,Stop 0,-27.42602,153.15
27.61153.1120230524095625174,Stop 174,-27.60597,153.10972
27.61153.11202305241006460,Stop 0,-27.60597,153.10972
27.43153.1520230524103140143,Stop 143,-27.426,153.14997
27.43153.15202305250648110,Stop 0,-27.42605,153.1501
27.47153.0220230525074210155,Stop 155,-27.4695,153.02457
27.47153.02202305250813380,Stop 0,-27.4699,153.02433
27.48153.022023052508302434,Stop 34,-27.479,153.0231
27.48153.02202305250844270,Stop 0,-27.4785,153.02298
27.46153.032023052509040442,Stop 42,-27.45608,153.03342
27.46153.03202305250918060,Stop 0,-27.45603,153.03348
27.43153.1520230525094840117,Stop 117,-27.4256,153.15025
27.43153.15202305251024230,Stop 0,-27.426,153.15008
27.5153.0420230525110125140,Stop 140,-27.5008,153.03587
27.5153.04202305251119010,Stop 0,-27.5008,153.03587
27.49153.042023052511291826,Stop 26,-27.48687,153.03515
27.49153.04202305251132410,Stop 0,-27.48687,153.03515
27.47153.032023052511455137,Stop 37,-27.47143,153.0262
27.47153.03202305251145510,Stop 0,-27.47143,153.0262
27.48153.042023052512111223,Stop 23,-27.48065,153.0355
27.48153.04202305251255270,Stop 0,-27.48127,153.03942
27.44153.1720230525132458120,Stop 120,-27.43557,153.17335
27.44153.17202305251333560,Stop 0,-27.43557,153.17335
27.43153.152023052513555661,Stop 61,-27.42602,153.14998
27.43153.15202305260610480,Stop 0,-27.42607,153.15002
27.43153.1520230526064207160,Stop 160,-27.42602,153.14997
27.43153.15202305260656280,Stop 0,-27.426,153.15012
27.47153.0220230526075534174,Stop 174,-27.46938,153.02468
27.47153.02202305260823250,Stop 0,-27.46938,153.02468
27.49153.042023052608370838,Stop 38,-27.48682,153.03517
27.49153.04202305260900560,Stop 0,-27.48682,153.03517
27.43153.1520230526093150121,Stop 121,-27.42563,153.15028
27.43153.15202305261016360,Stop 0,-27.42608,153.1536
27.5153.0420230526104846129,Stop 129,-27.50062,153.03593
27.5153.04202305261100320,Stop 0,-27.50062,153.03593
27.48153.022023052611123436,Stop 36,-27.47953,153.02277
27.48153.02202305261129250,Stop 0,-27.47953,153.02277
27.46153.032023052611484147,Stop 47,-27.45607,153.03343
27.46153.03202305261206200,Stop 0,-27.45607,153.03343
27.47153.032023052612301956,Stop 56,-27.47125,153.0266
27.47153.03202305261230190,Stop 0,-27.47125,153.0266
27.43153.1520230526132048128,Stop 128,-27.42585,153.15335
27.43153.15202305280956270,Stop 0,-27.4261,153.14988
27.38153.0320230528104032160,Stop 160,-27.38027,153.03215
27.38153.03202305281046510,Stop 0,-27.38027,153.03215
27.49152.9920230528112129109,Stop 109,-27.48565,152.99247
27.49152.99202305281141540,Stop 0,-27.48565,152.99247
27.56153.0820230528121702122,Stop 122,-27.56178,153.08155
27.56153.08202305281254410,Stop 0,-27.56178,153.08155
27.66153.1720230528131717114,Stop 114,-27.65898,153.17043
27.66153.17202305281333060,Stop 0,-27.65898,153.17043
27.43153.1520230528142904237,Stop 237,-27.42622,153.14967
27.43153.15202305290609240,Stop 0,-27.42608,153.15358
27.47153.0220230529063709112,Stop 112,-27.46933,153.02473
27.47153.02202305290711360,Stop 0,-27.46935,153.02473
27.48153.022023052907264738,Stop 38,-27.4787,153.02297
27.48153.02202305290805500,Stop 0,-27.47867,153.023
27.5153.042023052908183136,Stop 36,-27.5004,153.03582
27.49153.04202305290858110,Stop 0,-27.48678,153.03517
27.43153.1520230529092856122,Stop 122,-27.4256,153.15028
27.43153.15202305290950440,Stop 0,-27.42597,153.14992
27.46153.0320230529103650154,Stop 154,-27.45603,153.03347
27.46153.03202305291046020,Stop 0,-27.45603,153.03347
27.47153.032023052911062047,Stop 47,-27.4715,153.02613
27.47153.03202305291106200,Stop 0,-27.4715,153.02613
27.48153.042023052911340825,Stop 25,-27.48117,153.03743
27.48153.04202305291141480,Stop 0,-27.48117,153.03743
27.47153.132023052912000468,Stop 68,-27.4743,153.12588
27.48153.12202305291218450,Stop 0,-27.47773,153.12403
27.43153.1520230529125708129,Stop 129,-27.42603,153.15
27.43153.15202305300643540,Stop 0,-27.42605,153.15363
27.47153.0220230530071404113,Stop 113,-27.46945,153.0244
27.47153.02202305300741180,Stop 0,-27.46958,153.02442
27.46153.032023053007522230,Stop 30,-27.45605,153.03342
27.46153.03202305300813000,Stop 0,-27.456,153.03343
27.47153.032023053008342740,Stop 40,-27.47158,153.02612
27.47153.03202305300844040,Stop 0,-27.47147,153.02588
27.5153.042023053009022042,Stop 42,-27.50058,153.03595
27.49153.03202305301011260,Stop 0,-27.48728,153.02963
27.48153.042023053010221129,Stop 29,-27.48123,153.03928
27.48153.04202305301029380,Stop 0,-27.48123,153.03928
27.48153.122023053010475678,Stop 78,-27.47763,153.12405
27.48153.12202305301117320,Stop 0,-27.47763,153.12405
27.44153.172023053011354563,Stop 63,-27.43555,153.17342
27.44153.17202305301142410,Stop 0,-27.43555,153.17342
27.43153.152023053012182181,Stop 81,-27.426,153.14998
27.43153.15202305310712180,Stop 0,-27.42603,153.15012
27.47153.0220230531080619142,Stop 142,-27.4694,153.02477
27.47153.02202305310830570,Stop 0,-27.46935,153.02465
27.48153.022023053108454227,Stop 27,-27.47905,153.02312
27.48153.02202305310904420,Stop 0,-27.47873,153.02293
27.5153.042023053109141732,Stop 32,-27.50085,153.0359
27.49153.04202305311001070,Stop 0,-27.4868,153.03518
27.43153.1520230531104234144,Stop 144,-27.426,153.14997
27.43153.15202305311049330,Stop 0,-27.42597,153.1501
27.46153.0320230531112305135,Stop 135,-27.45605,153.03342
27.46153.03202305311136370,Stop 0,-27.45605,153.03342
27.47153.032023053111492530,Stop 30,-27.47145,153.02628
27.47153.03202305311149250,Stop 0,-27.47145,153.02628
27.48153.022023053112182431,Stop 31,-27.47868,153.02215
27.48153.02202305311230470,Stop 0,-27.47868,153.02215
27.48153.032023053112382522,Stop 22,-27.48123,153.03297
27.48153.03202305311308290,Stop 0,-27.48123,153.03297
27.43153.1520230531141617191,Stop 191,-27.42608,153.14993
