stop_id,trip_id,timepoint,stop_sequence,arrival_time,departure_time
27.5153.04202305090937340,T_284,1,1,611,611
27.49153.032023050909465729,T_284,1,2,643,643
27.49153.03202305091010180,T_285,1,1,628,628
27.43153.1520230509104251135,T_285,1,2,693,693
27.43153.15202305091102300,T_286,1,1,692,692
27.47153.0320230509113857135,T_286,1,2,755,755
27.47153.03202305091138570,T_287,1,1,755,755
27.47153.072023050912143861,T_287,1,2,772,772
27.47153.07202305091223350,T_288,1,1,778,778
27.44153.132023050912370768,T_288,1,2,764,764
27.44153.13202305091242590,T_289,1,1,821,821
27.43153.152023050912514538,T_289,1,2,816,816
27.43153.15202305091309380,T_290,1,1,827,827
27.2153.0120230509140312274,T_290,1,2,855,855
27.2153.01202305091415430,T_291,1,1,898,898
27.2153.012023050914224622,T_291,1,2,908,908
27.2153.01202305091425130,T_292,1,1,878,878
27.43153.1520230509151805277,T_292,1,2,923,923
27.43153.15202305100351080,T_293,1,1,239,239
27.43153.1520230510042211176,T_293,1,2,273,273
27.43153.15202305100656500,T_294,1,1,466,466
27.47153.0220230510075020170,T_294,1,2,490,490
27.47153.02202305100804490,T_295,1,1,533,533
27.48153.022023051008182031,T_295,1,2,518,518
27.48153.02202305100835500,T_296,1,1,565,565
27.49153.042023051008432328,T_296,1,2,546,546
27.49153.04202305100855230,T_297,1,1,558,558
27.47153.032023051009124548,T_297,1,2,597,597
27.47153.03202305100924550,T_298,1,1,619,619
27.48153.042023051009354627,T_298,1,2,621,621
27.48153.04202305100940340,T_299,1,1,614,614
27.43153.1520230510100343113,T_299,1,2,646,646
27.43153.15202305101023070,T_300,1,1,630,630
27.48153.0420230510105620148,T_300,1,2,676,676
27.48153.04202305101110110,T_301,1,1,681,681
27.5153.042023051011184723,T_301,1,2,725,725
27.5153.04202305101130000,T_302,1,1,690,690
27.46153.032023051011424543,T_302,1,2,747,747
27.46153.03202305101200200,T_303,1,1,740,740
27.43153.072023051012143340,T_303,1,2,767,767
27.43153.07202305101244140,T_304,1,1,778,778
27.43153.152023051013022494,T_304,1,2,806,806
27.43153.15202305101841020,T_305,1,1,1123,1123
27.44153.132023051018550557,T_305,1,2,1140,1140
27.44153.13202305101859190,T_306,1,1,1158,1158
27.43153.152023051019061435,T_306,1,2,1160,1160
27.43153.15202305101928270,T_307,1,1,1195,1195
27.44153.172023051019363544,T_307,1,2,1211,1211
27.44153.17202305101945150,T_308,1,1,1200,1200
27.43153.152023051019524135,T_308,1,2,1233,1233
27.43153.15202305110656380,T_309,1,1,454,454
27.47153.0220230511074144150,T_309,1,2,505,505
27.47153.02202305110822180,T_310,1,1,520,520
27.43153.1520230511091147170,T_310,1,2,598,598
27.43153.15202305110924030,T_311,1,1,567,567
27.48153.0220230511100211167,T_311,1,2,613,613
27.48153.02202305111020050,T_312,1,1,625,625
27.47153.032023051110360133,T_312,1,2,637,637
27.47153.03202305111048420,T_313,1,1,690,690
27.46153.032023051110580527,T_313,1,2,663,663
27.46153.03202305111110250,T_314,1,1,695,695
27.48153.042023051111180432,T_314,1,2,682,682
27.48153.04202305111136270,T_315,1,1,723,723
27.5153.042023051111473031,T_315,1,2,737,737
27.5153.04202305111222400,T_316,1,1,782,782
27.48153.042023051112305125,T_316,1,2,801,801
27.48153.04202305111259160,T_317,1,1,795,795
27.43153.1520230511133254125,T_317,1,2,866,866
27.43153.15202305120636390,T_318,1,1,435,435
27.47153.0220230512071725136,T_318,1,2,462,462
27.47153.02202305120759320,T_319,1,1,511,511
27.49153.042023051208090234,T_319,1,2,491,491
27.49153.04202305120828070,T_320,1,1,515,515
27.43153.1520230512090136131,T_320,1,2,577,577
27.43153.15202305120937230,T_321,1,1,600,600
27.48153.0220230512100536142,T_321,1,2,641,641
27.48153.02202305121024550,T_322,1,1,679,679
27.47153.032023051210442045,T_322,1,2,664,664
27.47153.03202305121053000,T_323,1,1,653,653
27.46153.032023051211043730,T_323,1,2,701,701
27.46153.03202305121118120,T_324,1,1,690,690
27.48153.042023051211295331,T_324,1,2,742,742
27.48153.04202305121147580,T_325,1,1,765,765
27.5153.042023051211541523,T_325,1,2,729,729
27.5153.04202305121225360,T_326,1,1,781,781
27.48153.042023051212353230,T_326,1,2,787,787
27.48153.04202305121307400,T_327,1,1,827,827
27.43153.1520230512135625145,T_327,1,2,861,861
27.43153.15202305130358340,T_328,1,1,272,272
27.47153.0220230513050526176,T_328,1,2,331,331
27.47153.02202305130556440,T_329,1,1,400,400
27.43153.1520230513062341140,T_329,1,2,424,424
27.43153.15202305130653390,T_330,1,1,452,452
27.48153.0420230513072717140,T_330,1,2,464,464
27.49153.04202305130800170,T_331,1,1,497,497
27.43153.1520230513082639131,T_331,1,2,545,545
27.43153.15202305130851520,T_332,1,1,583,583
27.48153.0220230513095247175,T_332,1,2,639,639
27.48153.02202305131009580,T_333,1,1,667,667
27.5153.042023051310214735,T_333,1,2,668,668
27.5153.04202305131035260,T_334,1,1,661,661
27.43153.1520230513111106138,T_334,1,2,677,677
27.43153.15202305131139550,T_335,1,1,754,754
27.46153.0320230513122121140,T_335,1,2,762,762
27.46153.03202305131230510,T_336,1,1,801,801
27.47153.032023051312492934,T_336,1,2,798,798
27.47153.03202305131311140,T_337,1,1,805,805
27.43153.1520230513134733147,T_337,1,2,860,860
27.43153.15202305150636330,T_338,1,1,429,429
27.47153.0220230515072510142,T_338,1,2,455,455
27.47153.02202305150757190,T_339,1,1,496,496
27.48153.022023051508135435,T_339,1,2,547,547
27.48153.02202305150837160,T_340,1,1,533,533
27.49153.042023051508474726,T_340,1,2,574,574
27.49153.04202305150902500,T_341,1,1,592,592
27.43153.1520230515093136131,T_341,1,2,607,607
27.43153.15202305151022340,T_342,1,1,656,656
27.5153.0420230515105809148,T_342,1,2,667,667
27.5153.04202305151122570,T_343,1,1,739,739
27.46153.032023051511361543,T_343,1,2,711,711
27.46153.03202305151149110,T_344,1,1,720,720
27.47153.032023051512031638,T_344,1,2,739,739
27.47153.03202305151203160,T_345,1,1,739,739
27.48153.042023051512323130,T_345,1,2,783,783
27.48153.04202305151304070,T_346,1,1,791,791
27.43153.1520230515133010120,T_346,1,2,820,820
27.43153.15202305160616020,T_347,1,1,378,378
27.47153.0220230516070533162,T_347,1,2,458,458
27.47153.02202305160720320,T_348,1,1,472,472
27.47153.032023051607374944,T_348,1,2,506,506
27.47153.03202305160737490,T_349,1,1,506,506
27.44153.072023051608450298,T_349,1,2,527,527
27.44153.07202305160851260,T_350,1,1,557,557
27.5153.042023051609253481,T_350,1,2,599,599
27.5153.04202305160945320,T_351,1,1,617,617
27.49153.032023051610031443,T_351,1,2,617,617
27.49153.03202305161020140,T_352,1,1,634,634
27.58153.0920230516112122187,T_352,1,2,703,703
27.58153.09202305161124290,T_353,1,1,713,713
27.58153.112023051611365439,T_353,1,2,750,750
27.58153.11202305161141400,T_354,1,1,741,741
27.56153.122023051611454921,T_354,1,2,754,754
27.56153.12202305161216190,T_355,1,1,755,755
27.43153.1520230516124017113,T_355,1,2,777,777
27.43153.15202305161329530,T_356,1,1,862,862
27.43153.1520230516140009145,T_356,1,2,849,849
27.43153.15202305170642180,T_357,1,1,420,420
27.43153.082023051707113397,T_357,1,2,464,464
27.43153.08202305170714280,T_358,1,1,462,462
27.47153.022023051707360254,T_358,1,2,458,458
27.47153.02202305170801500,T_359,1,1,531,531
27.47153.032023051708141129,T_359,1,2,505,505
27.47153.03202305170831080,T_360,1,1,519,519
27.48153.022023051708535048,T_360,1,2,583,583
27.48153.02202305170908550,T_361,1,1,603,603
27.5153.042023051709191037,T_361,1,2,569,569
27.5153.04202305170931200,T_362,1,1,591,591
27.48153.042023051709392124,T_362,1,2,600,600
27.48153.04202305171001140,T_363,1,1,615,615
27.43153.1520230517102505112,T_363,1,2,630,630
27.43153.15202305171101190,T_364,1,1,680,680
27.44153.132023051711154546,T_364,1,2,720,720
27.44153.13202305171125070,T_365,1,1,692,692
27.47153.072023051711405160,T_365,1,2,751,751
27.47153.07202305171153330,T_366,1,1,746,746
27.49153.042023051712090652,T_366,1,2,735,735
27.48153.04202305171315330,T_367,1,1,828,828
27.43153.1520230517135009139,T_367,1,2,839,839
27.43153.15202305180642290,T_368,1,1,431,431
27.47153.0220230518074243174,T_368,1,2,505,505
27.47153.02202305180818040,T_369,1,1,502,502
27.48153.022023051808333533,T_369,1,2,548,548
27.48153.02202305180851230,T_370,1,1,554,554
27.5153.042023051809045439,T_370,1,2,598,598
27.5153.04202305180916490,T_371,1,1,605,605
27.49153.042023051809230420,T_371,1,2,567,567
27.49153.04202305180929140,T_372,1,1,583,583
27.43153.1520230518102229165,T_372,1,2,651,651
27.43153.15202305181102320,T_373,1,1,694,694
27.46153.0320230518114407145,T_373,1,2,711,711
27.46153.03202305181201130,T_374,1,1,734,734
27.47153.032023051812175354,T_374,1,2,790,790
27.47153.03202305181217530,T_375,1,1,790,790
27.48153.042023051812411731,T_375,1,2,778,778
27.48153.04202305181324440,T_376,1,1,848,848
27.43153.1520230518135341122,T_376,1,2,874,874
27.43153.15202305190701550,T_377,1,1,476,476
27.47153.0220230519072938114,T_377,1,2,487,487
27.47153.02202305190806050,T_378,1,1,491,491
27.49153.042023051908323356,T_378,1,2,545,545
27.49153.04202305190856580,T_379,1,1,594,594
27.43153.1520230519092701131,T_379,1,2,568,568
27.43153.15202305190954040,T_380,1,1,598,598
27.46153.0320230519103629137,T_380,1,2,665,665
27.46153.03202305191048390,T_381,1,1,687,687
27.47153.032023051911024436,T_381,1,2,706,706
27.47153.03202305191102440,T_382,1,1,706,706
27.48153.022023051911402261,T_382,1,2,722,722
27.48153.02202305191215040,T_383,1,1,739,739
27.5153.042023051912320742,T_383,1,2,759,759
27.5153.04202305191257490,T_384,1,1,826,826
27.48153.042023051913065626,T_384,1,2,842,842
27.48153.04202305191336580,T_385,1,1,874,874
27.43153.1520230519140723119,T_385,1,2,870,870
27.43153.15202305200637390,T_386,1,1,436,436
27.47153.0220230520070929136,T_386,1,2,458,458
27.47153.02202305200715500,T_387,1,1,485,485
27.47153.02202305200716312,T_387,1,2,467,467
27.47153.02202305200747530,T_388,1,1,520,520
27.43153.1520230520081309114,T_388,1,2,502,502
27.43153.15202305200838280,T_389,1,1,546,546
27.48153.0220230520091310151,T_389,1,2,563,563
27.48153.02202305200940070,T_390,1,1,587,587
27.46153.032023052009520533,T_390,1,2,597,597
27.46153.03202305201000080,T_391,1,1,608,608
27.43153.1520230520110854175,T_391,1,2,722,722
27.43153.15202305201111300,T_392,1,1,701,701
27.5153.0420230520114425139,T_392,1,2,729,729
27.5153.04202305201155350,T_393,1,1,750,750
27.47153.032023052012125155,T_393,1,2,783,783
27.47153.03202305201212510,T_394,1,1,783,783
27.43153.1520230520130029137,T_394,1,2,809,809
27.43153.15202305220619260,T_395,1,1,405,405
27.47153.0220230522070305139,T_395,1,2,428,428
27.47153.02202305220735350,T_396,1,1,490,490
27.48153.022023052207494934,T_396,1,2,518,518
27.48153.02202305220806250,T_397,1,1,511,511
27.48153.042023052208164125,T_397,1,2,537,537
27.48153.04202305220830060,T_398,1,1,516,516
27.43153.1520230522090053118,T_398,1,2,593,593
27.43153.15202305220939200,T_399,1,1,599,599
27.46153.0320230522102030156,T_399,1,2,650,650
27.46153.03202305221030190,T_400,1,1,649,649
27.47153.032023052210533364,T_400,1,2,686,686
27.47153.03202305221106530,T_401,1,1,719,719
27.5153.042023052211170037,T_401,1,2,677,677
27.5153.04202305221135390,T_402,1,1,734,734
27.48153.042023052211453529,T_402,1,2,740,740
27.48153.04202305221216530,T_403,1,1,789,789
27.43153.1520230522130005153,T_403,1,2,785,785
27.43153.15202305230642340,T_404,1,1,436,436
27.49153.0420230523071642126,T_404,1,2,478,478
27.49153.04202305230733410,T_405,1,1,494,494
27.48153.022023052307475831,T_405,1,2,525,525
27.48153.02202305230807080,T_406,1,1,495,495
27.46153.032023052308272944,T_406,1,2,536,536
27.46153.03202305230838440,T_407,1,1,562,562
27.47153.032023052308570643,T_407,1,2,543,543
27.47153.03202305230916170,T_408,1,1,573,573
27.5153.042023052309310139,T_408,1,2,572,572
27.5153.04202305230955460,T_409,1,1,641,641
27.49153.032023052310285156,T_409,1,2,679,679
27.49153.03202305231041490,T_410,1,1,690,690
27.48153.042023052310520328,T_410,1,2,655,655
27.48153.04202305231123110,T_411,1,1,694,694
27.43153.1520230523122500200,T_411,1,2,745,745
27.43153.15202305240906310,T_412,1,1,577,577
27.61153.1120230524095625174,T_412,1,2,621,621
27.61153.11202305241006460,T_413,1,1,652,652
27.43153.1520230524103140143,T_413,1,2,671,671
27.43153.15202305250648110,T_414,1,1,419,419
27.47153.0220230525074210155,T_414,1,2,472,472
27.47153.02202305250813380,T_415,1,1,531,531
27.48153.022023052508302434,T_415,1,2,534,534
27.48153.02202305250844270,T_416,1,1,551,551
27.46153.032023052509040442,T_416,1,2,548,548
27.46153.03202305250918060,T_417,1,1,564,564
27.43153.1520230525094840117,T_417,1,2,628,628
27.43153.15202305251024230,T_418,1,1,647,647
27.5153.0420230525110125140,T_418,1,2,686,686
27.5153.04202305251119010,T_419,1,1,680,680
27.49153.042023052511291826,T_419,1,2,707,707
27.49153.04202305251132410,T_420,1,1,733,733
27.47153.032023052511455137,T_420,1,2,756,756
27.47153.03202305251145510,T_421,1,1,756,756
27.48153.042023052512111223,T_421,1,2,743,743
27.48153.04202305251255270,T_422,1,1,802,802
27.44153.1720230525132458120,T_422,1,2,862,862
27.44153.17202305251333560,T_423,1,1,869,869
27.43153.152023052513555661,T_423,1,2,891,891
27.43153.15202305260610480,T_424,1,1,418,418
27.43153.1520230526064207160,T_424,1,2,409,409
27.43153.15202305260656280,T_425,1,1,444,444
27.47153.0220230526075534174,T_425,1,2,509,509
27.47153.02202305260823250,T_426,1,1,528,528
27.49153.042023052608370838,T_426,1,2,525,525
27.49153.04202305260900560,T_427,1,1,596,596
27.43153.1520230526093150121,T_427,1,2,621,621
27.43153.15202305261016360,T_428,1,1,652,652
27.5153.0420230526104846129,T_428,1,2,694,694
27.5153.04202305261100320,T_429,1,1,692,692
27.48153.022023052611123436,T_429,1,2,706,706
27.48153.02202305261129250,T_430,1,1,714,714
27.46153.032023052611484147,T_430,1,2,749,749
27.46153.03202305261206200,T_431,1,1,746,746
27.47153.032023052612301956,T_431,1,2,769,769
27.47153.03202305261230190,T_432,1,1,769,769
27.43153.1520230526132048128,T_432,1,2,848,848
27.43153.15202305280956270,T_433,1,1,623,623
27.38153.0320230528104032160,T_433,1,2,672,672
27.38153.03202305281046510,T_434,1,1,697,697
27.49152.9920230528112129109,T_434,1,2,710,710
27.49152.99202305281141540,T_435,1,1,755,755
27.56153.0820230528121702122,T_435,1,2,739,739
27.56153.08202305281254410,T_436,1,1,815,815
27.66153.1720230528131717114,T_436,1,2,814,814
27.66153.17202305281333060,T_437,1,1,819,819
27.43153.1520230528142904237,T_437,1,2,873,873
27.43153.15202305290609240,T_438,1,1,393,393
27.47153.0220230529063709112,T_438,1,2,406,406
27.47153.02202305290711360,T_439,1,1,467,467
27.48153.022023052907264738,T_439,1,2,493,493
27.48153.02202305290805500,T_440,1,1,535,535
27.5153.042023052908183136,T_440,1,2,529,529
27.49153.04202305290858110,T_441,1,1,549,549
27.43153.1520230529092856122,T_441,1,2,624,624
27.43153.15202305290950440,T_442,1,1,634,634
27.46153.0320230529103650154,T_442,1,2,686,686
27.46153.03202305291046020,T_443,1,1,648,648
27.47153.032023052911062047,T_443,1,2,686,686
27.47153.03202305291106200,T_444,1,1,686,686
27.48153.042023052911340825,T_444,1,2,702,702
27.48153.04202305291141480,T_445,1,1,749,749
27.47153.132023052912000468,T_445,1,2,724,724
27.48153.12202305291218450,T_446,1,1,783,783
27.43153.1520230529125708129,T_446,1,2,785,785
27.43153.15202305300643540,T_447,1,1,457,457
27.47153.0220230530071404113,T_447,1,2,438,438
27.47153.02202305300741180,T_448,1,1,479,479
27.46153.032023053007522230,T_448,1,2,494,494
27.46153.03202305300813000,T_449,1,1,493,493
27.47153.032023053008342740,T_449,1,2,541,541
27.47153.03202305300844040,T_450,1,1,528,528
27.5153.042023053009022042,T_450,1,2,562,562
27.49153.03202305301011260,T_451,1,1,637,637
27.48153.042023053010221129,T_451,1,2,633,633
27.48153.04202305301029380,T_452,1,1,667,667
27.48153.122023053010475678,T_452,1,2,703,703
27.48153.12202305301117320,T_453,1,1,709,709
27.44153.172023053011354563,T_453,1,2,740,740
27.44153.17202305301142410,T_454,1,1,743,743
27.43153.152023053012182181,T_454,1,2,759,759
27.43153.15202305310712180,T_455,1,1,450,450
27.47153.0220230531080619142,T_455,1,2,505,505
27.47153.02202305310830570,T_456,1,1,567,567
27.48153.022023053108454227,T_456,1,2,567,567
27.48153.02202305310904420,T_457,1,1,586,586
27.5153.042023053109141732,T_457,1,2,571,571
27.49153.04202305311001070,T_458,1,1,608,608
27.43153.1520230531104234144,T_458,1,2,676,676
27.43153.15202305311049330,T_459,1,1,682,682
27.46153.0320230531112305135,T_459,1,2,688,688
27.46153.03202305311136370,T_460,1,1,733,733
27.47153.032023053111492530,T_460,1,2,734,734
27.47153.03202305311149250,T_461,1,1,734,734
27.48153.022023053112182431,T_461,1,2,762,762
27.48153.02202305311230470,T_462,1,1,797,797
27.48153.032023053112382522,T_462,1,2,783,783
27.48153.03202305311308290,T_463,1,1,817,817
27.43153.1520230531141617191,T_463,1,2,873,873
