
DL1PD6270,593_3_53,593,03:53:12,20231105,DL1PD6270,28.537643432617188,76.91378784179688,0.0,1699139736
DL1PD0033,767_19_1,767,19:01:23,20231104,DL1PD0033,28.621007919311523,76.929443359375,0.0,1699139735
DL1PD6006,593_4_42,593,04:42:09,20231105,DL1PD6006,28.53813362121582,76.91502380371094,0.0,1699139735
DL1PD6148,320_4_42,320,04:42:09,20231105,DL1PD6148,28.538957595825195,76.9129638671875,0.0,1699139735
DL1PD6367,1236_4_42,1236,04:42:09,20231105,DL1PD6367,28.537677764892578,76.91394805908203,0.0,1699139735
DL1PC6835,767_4_42,767,04:42:09,20231105,DL1PC6835,28.6192569732666,76.93003845214844,0.0,1699139735
DL1PD2614,1412_4_40,1412,04:40:38,20231105,DL1PD2614,28.63096809387207,76.99774932861328,0.0,1699139735
DL1PD2627,445_0_28,445,00:28:48,20231105,DL1PD2627,28.63006019592285,76.99750518798828,0.0,1699139735
DL1PD2708,1412_23_33,1412,23:33:13,20231104,DL1PD2708,28.625377655029297,77.0664291381836,0.0,1699139735
DL1PD5946,593_1_19,593,01:19:17,20231105,DL1PD5946,28.537046432495117,76.91606140136719,0.0,1699139734
DL1PD5935,593_3_24,593,03:24:57,20231105,DL1PD5935,28.53693389892578,76.91577911376953,0.0,1699139734
DL1PC6648,775_3_9,775,03:09:49,20231105,DL1PC6648,28.685625076293945,77.33052825927734,0.0,1699139734
DL1PC6652,1512_23_40,1512,23:40:19,20231104,DL1PC6652,28.68559455871582,77.33019256591797,0.0,1699139734
DL1PD6071,593_2_57,593,02:57:13,20231105,DL1PD6071,28.537220001220703,76.91596984863281,0.0,1699139734
DL1PD2319,222_04_50,222,04:27:00,20231105,DL1PD2319,28.704322814941406,77.21221923828125,0.0,1699139734
DL1PD0109,581_23_36,581,23:36:16,20231104,DL1PD0109,28.621192932128906,76.92929077148438,0.0,1699139734
DL1PD0263,2138_21_12,2138,22:43:50,20231104,DL1PD0263,28.621417999267578,76.92938232421875,0.0,1699139734
DL1PD2278,1506_4_5,1506,04:05:49,20231105,DL1PD2278,28.704486846923828,77.21247100830078,0.0,1699139734
DL1PD5984,593_4_28,593,04:28:01,20231105,DL1PD5984,28.538101196289062,76.91313171386719,0.0,1699139733
DL1PC5442,649_4_28,649,04:28:01,20231105,DL1PC5442,28.580289840698242,77.22505187988281,0.0,1699139733
DL1PC5372,10022_0_30,10022,00:30:19,20231105,DL1PC5372,28.5794620513916,77.22657012939453,0.0,1699139733
DL1PD5966,593_04_10,593,04:13:53,20231105,DL1PD5966,28.536808013916016,76.91374969482422,0.0,1699139733
DL1PD6043,593_4_42,593,04:42:09,20231105,DL1PD6043,28.53754997253418,76.91452026367188,0.0,1699139733
DL1PC5278,1447_23_32,1447,23:35:30,20231104,DL1PC5278,28.579191207885742,77.22991943359375,0.0,1699139732
DL1PD5799,674_4_35,674,04:35:05,20231105,DL1PD5799,28.53810691833496,76.91313934326172,0.0,1699139732
DL1PD5938,593_2_14,593,02:14:49,20231105,DL1PD5938,28.537311553955078,76.92253112792969,0.0,1699139732
DL1PD0851,767_0_58,767,00:58:05,20231105,DL1PD0851,28.62088966369629,76.92958068847656,0.0,1699139732
DL1PD5830,1839_4_6,1839,04:06:50,20231105,DL1PD5830,28.539653778076172,76.91365814208984,0.0,1699139732
DL1PD2300,1700_4_40,1700,04:40:38,20231105,DL1PD2300,28.630325317382812,76.99757385253906,0.0,1699139732
DL1PC5430,95_4_42,95,04:42:09,20231105,DL1PC5430,28.579280853271484,77.23489379882812,0.0,1699139732
DL1PD3619,1972_4_40,1972,04:40:38,20231105,DL1PD3619,28.685407638549805,77.33055114746094,0.0,1699139732
DL1PD6144,320_1_47,320,01:47:03,20231105,DL1PD6144,28.534181594848633,76.9149398803711,0.0,1699139732
DL1PD2719,1893_3_36,1893,03:36:49,20231105,DL1PD2719,28.63081169128418,76.99758911132812,0.0,1699139732
