block_id,direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name,wheelchair_accessible
3,1,R1,SU,R001_1,Aluva,R1SUL091730,09:17 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR095715,09:57 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL104430,10:44 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR113030,11:30 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL121600,12:16 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR130130,13:01 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL134700,13:47 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR143128,14:31 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL151700,15:17 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR160230,16:02 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL164800,16:48 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR173330,17:33 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL181900,18:19 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR190725,19:07 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL195300,19:53 Aluva,1
3,0,R1,SU,R001_0,Thaikoodam,R1SUR203730,20:37 Thaikoodam,1
3,1,R1,SU,R001_1,Aluva,R1SUL212730,21:27 Aluva,1
4,1,R1,SU,R001_1,Aluva,R1SUL081530,08:15 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR090130,09:01 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL094723,09:47 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR102715,10:27 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL111300,11:13 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR115830,11:58 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL124400,12:44 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR132828,13:28 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL141400,14:14 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR145930,14:59 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL154500,15:45 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR163030,16:30 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL171600,17:16 Aluva,1
4,0,R1,SU,R001_0,Thaikoodam,R1SUR180130,18:01 Thaikoodam,1
4,1,R1,SU,R001_1,Aluva,R1SUL184700,18:47 Aluva,1
5,1,R1,SU,R001_1,Aluva,R1SUL083330,08:33 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR091730,09:17 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL100700,10:07 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR104830,10:48 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL113400,11:34 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR121930,12:19 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL130500,13:05 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR134928,13:49 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL143500,14:35 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR152030,15:20 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL160600,16:06 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR165130,16:51 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL173700,17:37 Aluva,1
5,0,R1,SU,R001_0,Thaikoodam,R1SUR182230,18:22 Thaikoodam,1
5,1,R1,SU,R001_1,Aluva,R1SUL190800,19:08 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR092730,09:27 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL101700,10:17 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR110228,11:02 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL114800,11:48 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR123330,12:33 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL131900,13:19 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR140328,14:03 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL144900,14:49 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR153430,15:34 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL162000,16:20 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR170530,17:05 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL175100,17:51 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR183630,18:36 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL192200,19:22 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR200930,20:09 Thaikoodam,1
8,1,R1,SU,R001_1,Aluva,R1SUL205730,20:57 Aluva,1
8,0,R1,SU,R001_0,Thaikoodam,R1SUR214130,21:41 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL092724,09:27 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR100715,10:07 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL105047,10:50 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR113730,11:37 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL122300,12:23 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR130830,13:08 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL135400,13:54 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR143828,14:38 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL152400,15:24 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR160930,16:09 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL165500,16:55 Aluva,1
7,0,R1,SU,R001_0,Thaikoodam,R1SUR174030,17:40 Thaikoodam,1
7,1,R1,SU,R001_1,Aluva,R1SUL182600,18:26 Aluva,1
9,1,R1,SU,R001_1,Aluva,R1SUL095727,09:57 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR104128,10:41 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL112700,11:27 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR121230,12:12 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL125800,12:58 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR134228,13:42 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL142800,14:28 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR151330,15:13 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL155900,15:59 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR164430,16:44 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL173000,17:30 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR181530,18:15 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL190100,19:01 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR194730,19:47 Thaikoodam,1
9,1,R1,SU,R001_1,Aluva,R1SUL203300,20:33 Aluva,1
9,0,R1,SU,R001_0,Thaikoodam,R1SUR212300,21:23 Thaikoodam,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR103430,10:34 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL112000,11:20 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR120530,12:05 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL125100,12:51 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR133528,13:35 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL142100,14:21 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR150630,15:06 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL155200,15:52 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR163730,16:37 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL172300,17:23 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR180830,18:08 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL185400,18:54 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR193730,19:37 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL202300,20:23 Aluva,1
11,0,R1,SU,R001_0,Thaikoodam,R1SUR210730,21:07 Thaikoodam,1
11,1,R1,SU,R001_1,Aluva,R1SUL215730,21:57 Aluva,1
10,1,R1,SU,R001_1,Aluva,R1SUL105828,10:58 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR114430,11:44 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL123000,12:30 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR131428,13:14 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL140000,14:00 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR144530,14:45 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL153100,15:31 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR161630,16:16 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL170200,17:02 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR174730,17:47 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL183300,18:33 Aluva,1
10,0,R1,SU,R001_0,Thaikoodam,R1SUR191728,19:17 Thaikoodam,1
10,1,R1,SU,R001_1,Aluva,R1SUL200300,20:03 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR105530,10:55 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL114100,11:41 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR122630,12:26 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL131200,13:12 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR135628,13:56 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL144200,14:42 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR152730,15:27 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL161300,16:13 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR165830,16:58 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL174400,17:44 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR182930,18:29 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL191500,19:15 Aluva,1
12,0,R1,SU,R001_0,Thaikoodam,R1SUR195730,19:57 Thaikoodam,1
12,1,R1,SU,R001_1,Aluva,R1SUL204300,20:43 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR111630,11:16 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL120200,12:02 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR124730,12:47 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL133300,13:33 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR141728,14:17 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL150300,15:03 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR154830,15:48 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL163400,16:34 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR171930,17:19 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL180500,18:05 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR185030,18:50 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL193600,19:36 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR202230,20:22 Thaikoodam,1
13,1,R1,SU,R001_1,Aluva,R1SUL211230,21:12 Aluva,1
13,0,R1,SU,R001_0,Thaikoodam,R1SUR215730,21:57 Thaikoodam,1
