shape_id,shape_dist_traveled,shape_pt_lon,shape_pt_sequence,shape_pt_lat
R001_1,3.45,76.2926030758637,28,9.995416663709888
R001_1,3.67,76.29422653004659,29,9.996601851146377
R001_1,3.8,76.29517960265149,30,9.997333642573508
R001_1,4.04,76.29686767192622,31,9.998741541011
R001_1,4.17,76.29778843698517,32,9.999529006968833
R001_1,4.31,76.2989,33,10.0002
R001_1,4.45,76.29998131166504,34,10.000913033421826
R001_1,4.46,76.3,35,10.001
R001_1,4.51,76.300449771081,36,10.001119841466005
R001_1,4.73,76.30243668515558,37,10.001517548873277
R001_1,4.81,76.30317616582411,38,10.001714255322778
R001_1,4.86,76.30354469308054,39,10.001932011200497
R001_1,5.06,76.30470923921088,40,10.003369196332768
R001_1,5.2,76.30510724864781,41,10.004530553410598
R001_1,5.26,76.30510724864781,42,10.005038645826346
R001_1,5.42,76.3048,43,10.0064
R001_1,5.8,76.30358891635133,44,10.009625958503708
R001_1,6.34,76.30220325386713,45,10.014300305372988
R001_1,6.44,76.3023,46,10.0152
R001_1,6.57,76.30238014695023,47,10.016332609096933
R001_1,6.65,76.30276341529691,48,10.016942297731514
R001_1,6.82,76.30376580943441,49,10.018132638905785
R001_1,7.02,76.30497457883551,50,10.01943910589762
R001_1,7.75,76.3083,51,10.0251
R001_1,7.91,76.30900836841036,52,10.02640338182592
R001_1,8.7,76.3126184927784,53,10.032534864816691
R001_1,9.14,76.3144,54,10.0361
R001_1,9.69,76.31633625846933,55,10.04068825279645
R001_1,10.39,76.3182,56,10.0467
R001_1,10.9,76.31950339739313,57,10.05109167753654
R001_1,11.13,76.32024860655166,58,10.053064703089197
R001_1,11.38,76.3212132384069,59,10.055135551663975
R001_1,11.66,76.32161068329144,60,10.057630335864618
R001_1,11.78,76.322,61,10.0586
R001_1,11.87,76.32227309143236,62,10.059375042778887
R001_1,12.02,76.32276989753807,63,10.060646879263217
R001_1,12.13,76.32339918527194,64,10.061429545379392
R001_1,12.28,76.32445903829742,65,10.062277431531228
R001_1,12.47,76.32591633620746,66,10.063223148073885
R001_1,12.64,76.32697618923294,67,10.064397137169466
R001_1,12.83,76.32796980144431,68,10.06583200693271
R001_1,13.06,76.32899860408818,69,10.067678577099308
R001_1,13.14,76.32944365955788,70,10.068216648537405
R001_1,13.24,76.33007294729175,71,10.06892184686672
R001_1,13.38,76.33098996856185,72,10.069822704918261
R001_1,13.63,76.33263149873608,73,10.07144505832319
R001_1,13.81,76.3336,74,10.0727
R001_1,13.92,76.33426992387216,75,10.073430188198621
R001_1,14.15,76.33575827216379,76,10.07491800853431
R001_1,14.35,76.3370251277333,77,10.07615309800953
R001_1,14.42,76.33752296885172,78,10.076577022019373
R001_1,14.47,76.33783761271864,79,10.076923497959617
R001_1,14.52,76.33810464600047,80,10.077306659154111
R001_1,14.6,76.33838616946036,81,10.077922161821723
R001_1,14.76,76.3389,82,10.0793
R001_1,14.88,76.3392648952598,83,10.08030263789797
R001_1,14.97,76.33954344305815,84,10.081099013277115
R001_1,15.06,76.33984152672157,85,10.081873477529253
R001_1,15.21,76.34042941394667,86,10.083104464246922
R001_1,15.38,76.34119532335961,87,10.084457728986427
R001_1,15.61,76.34221688091448,88,10.08622267114428
R001_1,15.7,76.34260190564639,89,10.086895221615906
R001_1,15.75,76.3428,90,10.0873
R001_1,15.84,76.3432115281386,91,10.087954995266635
R001_1,15.9,76.34349305159851,92,10.08842781623194
R001_1,16.01,76.34397433251341,93,10.089267479338519
R001_1,16.16,76.3446698610614,94,10.090449525632145
R001_1,16.41,76.34577939469747,95,10.092463070360308
R001_1,16.5,76.3460774783609,96,10.09318859553606
R001_1,16.59,76.34632795143918,97,10.093954878777392
R001_1,16.67,76.34651011367795,98,10.094631489058944
R001_1,16.72,76.3466,99,10.0951
R001_1,16.76,76.34665087540789,100,10.095454832181671
R001_1,16.84,76.34671711622198,101,10.096172198729745
R001_1,16.94,76.34679991723961,102,10.097101512107363
R001_1,17.04,76.3469737993766,103,10.097981911778632
R001_1,17.13,76.34724704273474,104,10.098788942694194
R001_1,17.18,76.34742299489717,105,10.099155774259282
R001_1,17.3,76.34794464130816,106,10.100142141504032
R001_1,17.36,76.34822616476806,107,10.10058233748009
R001_1,17.51,76.34898793413015,108,10.101666521296314
R001_1,17.59,76.34934604853134,109,10.102269749807036
R001_1,17.69,76.34967725260182,110,10.103101225088661
R001_1,17.78,76.3499173755529,111,10.103875636407402
R001_1,17.85,76.35004157707932,112,10.104462557427555
R001_1,17.92,76.35012437809694,113,10.105114690637768
R001_1,18.0,76.35015749850399,114,10.105848338918063
R001_1,18.08,76.35014921840224,115,10.106533075802389
R001_1,18.14,76.35008297758814,116,10.107079233938267
R001_1,18.23,76.3499587760617,117,10.107845484086933
R001_1,18.36,76.34971865311061,118,10.109003007442977
R001_1,18.41,76.34961929188948,119,10.109410585097017
R001_1,18.47,76.3495,120,10.1099
R001_1,18.51,76.34934604853134,121,10.110250193435004
R001_1,18.55,76.34918872659786,122,10.110608860405783
